Country,Habitat,title,Quantity,Percentage
France,non-urban,Data Operations Director,3,0.053%
France,non-urban,Data Processing Auditor,3,0.053%
France,non-urban,Data Processing Manager,2,0.035%
France,non-urban,Data Processing Systems Analyst,4,0.07%
France,non-urban,Data Processing Systems Project Planner,2,0.035%
France,non-urban,Data Scientist,2,0.035%
France,non-urban,Data Security Administrator,3,0.053%
France,non-urban,Data Specialist,1,0.018%
France,non-urban,Data Storage Specialist,3,0.053%
France,non-urban,Data Systems Manager,4,0.07%
France,non-urban,Data Technician,1,0.018%
France,non-urban,Data Transcriber,1,0.018%
France,non-urban,Data Warehouse Analyst,3,0.053%
France,non-urban,Data Warehouse Architect,3,0.053%
France,non-urban,Data Warehouse Developer,3,0.053%
France,non-urban,Data Warehouse Specialist,2,0.035%
France,non-urban,Data Warehousing Engineer,1,0.018%
France,non-urban,Data Warehousing Manager,3,0.053%
France,non-urban,Data Warehousing Specialist,5,0.088%
France,non-urban,Database Administration Associate,5,0.088%
France,non-urban,Database Administration Project Manager,1,0.018%
France,non-urban,Database Analyst,1,0.018%
France,non-urban,Database Architect,4,0.07%
France,non-urban,Database Consultant,4,0.07%
France,non-urban,Database Coordinator,7,0.123%
France,non-urban,Database Design Analyst,2,0.035%
France,non-urban,Database Designer,4,0.07%
France,non-urban,Database Development and Administration Project Manager,4,0.07%
France,non-urban,Database Engineer,2,0.035%
France,non-urban,Database Management System Specialist (DBMS Specialist),2,0.035%
France,non-urban,Database Manager,2,0.035%
France,non-urban,Database Marketing Analyst,4,0.07%
France,non-urban,Database Modeler,5,0.088%
France,non-urban,Database Programmer,1,0.018%
France,non-urban,Database Security Administrator,6,0.105%
France,non-urban,Database Security Expert,3,0.053%
France,non-urban,Database Software Technician,5,0.088%
France,non-urban,Database Specialist,3,0.053%
France,non-urban,Database Tester,4,0.07%
France,non-urban,Databases Computer Consultant,2,0.035%
France,non-urban,Databases Software Consultant,2,0.035%
France,non-urban,Director of Data Operations,5,0.088%
France,non-urban,Electronic Data Interchange System Developer (EDI System Developer),5,0.088%
France,non-urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
France,non-urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",2,0.035%
France,non-urban,Field Traffic Data Technician,1,0.018%
France,non-urban,Flight Test Data Acquisition Technician,1,0.018%
France,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),4,0.07%
France,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),2,0.035%
France,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),3,0.053%
France,non-urban,Head of Information Systems and Data Processing,1,0.018%
France,non-urban,Internet Database Specialist,3,0.053%
France,non-urban,Log Data Technician,3,0.053%
France,non-urban,Maintenance Data Analyst,1,0.018%
France,non-urban,Marketing Database Analyst,1,0.018%
France,non-urban,Medical Data Analyst,2,0.035%
France,non-urban,Micro Computer Data Processor,1,0.018%
France,non-urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
France,non-urban,Oracle Database Administrator (Oracle DBA),3,0.053%
France,non-urban,Reference Data Expert,1,0.018%
France,non-urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
France,non-urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
France,non-urban,SQL Database Administrator,2,0.035%
France,non-urban,Survey Data Technician,1,0.018%
France,urban,Analytical Data Miner,2,0.035%
France,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),7,0.123%
France,urban,Automatic Data Processing Planner,8,0.14%
France,urban,Automatic Data Processing Planner (ADP Planner),7,0.123%
France,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),6,0.105%
France,urban,Business Database Analyst,1,0.018%
France,urban,Clinical Data Analyst,2,0.035%
France,urban,Clinical Data Associate,2,0.035%
France,urban,Clinical Data Coordinator,1,0.018%
France,urban,Clinical Data Management Associate Director,1,0.018%
France,urban,Clinical Data Management Manager (CDM Manager),2,0.035%
France,urban,Clinical Data Manager,2,0.035%
France,urban,Clinical Data Specialist,1,0.018%
France,urban,Clinical Trials Data Coordinator,3,0.053%
France,urban,Computer or Data Processing Systems Consultant,8,0.14%
France,urban,Crime Data Specialist,1,0.018%
France,urban,Customer Data Technician,1,0.018%
France,urban,Data Administrator,3,0.053%
France,urban,Data Architect,7,0.123%
France,urban,Data Base Design Analyst,7,0.123%
France,urban,Data Capture Specialist,1,0.018%
France,urban,Data Coder Operator,2,0.035%
France,urban,Data Collection Technician,2,0.035%
France,urban,Data Collector,1,0.018%
France,urban,Data Communications Analyst,7,0.123%
France,urban,Data Communications Software Consultant,7,0.123%
France,urban,Data Communications Technician,1,0.018%
France,urban,Data Control Assistant,1,0.018%
France,urban,Data Control Clerk Supervisor,1,0.018%
France,urban,Data Coordinator,6,0.105%
France,urban,Data Entry Clerk,3,0.053%
France,urban,Data Entry Machine Operator,1,0.018%
France,urban,Data Entry Representative,3,0.053%
France,urban,Data Entry Specialist,1,0.018%
France,urban,Data Entry Supervisor,1,0.018%
France,urban,Data Input Clerk,1,0.018%
France,urban,Data Management Associate,7,0.123%
France,urban,Data Management Information Technology Specialist,2,0.035%
France,urban,Data Management Manager,1,0.018%
France,urban,Data Miner,6,0.105%
France,urban,Data Modeler,2,0.035%
France,urban,Data Modeling Specialist,12,0.21%
France,urban,Data Officer,10,0.175%
France,urban,Data Operations Director,3,0.053%
France,urban,Data Processing Auditor,4,0.07%
France,urban,Data Processing Consultant,5,0.088%
France,urban,Data Processing Manager,7,0.123%
France,urban,Data Processing Systems Analyst,6,0.105%
France,urban,Data Processing Systems Project Planner,5,0.088%
France,urban,Data Recovery Planner,2,0.035%
France,urban,Data Reduction Technician,1,0.018%
France,urban,Data Sciences Director,1,0.018%
France,urban,Data Scientist,5,0.088%
France,urban,Data Security Administrator,9,0.158%
France,urban,Data Security Analyst,7,0.123%
France,urban,Data Storage Specialist,6,0.105%
France,urban,Data Systems Manager,2,0.035%
France,urban,Data Transcriber,2,0.035%
France,urban,Data Typist,1,0.018%
France,urban,Data Warehouse Analyst,7,0.123%
France,urban,Data Warehouse Architect,6,0.105%
France,urban,Data Warehouse Developer,2,0.035%
France,urban,Data Warehouse Specialist,9,0.158%
France,urban,Data Warehousing Engineer,5,0.088%
France,urban,Data Warehousing Manager,6,0.105%
France,urban,Data Warehousing Specialist,2,0.035%
France,urban,Database Administration Associate,5,0.088%
France,urban,Database Administration Manager,2,0.035%
France,urban,Database Analyst,2,0.035%
France,urban,Database Architect,7,0.123%
France,urban,Database Consultant,10,0.175%
France,urban,Database Coordinator,8,0.14%
France,urban,Database Design Analyst,6,0.105%
France,urban,Database Designer,4,0.07%
France,urban,Database Developer,1,0.018%
France,urban,Database Development Project Manager,1,0.018%
France,urban,Database Development and Administration Project Manager,6,0.105%
France,urban,Database Engineer,7,0.123%
France,urban,Database Management System Specialist (DBMS Specialist),2,0.035%
France,urban,Database Manager,8,0.14%
France,urban,Database Marketing Analyst,8,0.14%
France,urban,Database Modeler,8,0.14%
France,urban,Database Programmer,2,0.035%
France,urban,Database Security Administrator,2,0.035%
France,urban,Database Security Expert,4,0.07%
France,urban,Database Software Technician,8,0.14%
France,urban,Database Specialist,5,0.088%
France,urban,Database Tester,7,0.123%
France,urban,Databases Computer Consultant,5,0.088%
France,urban,Databases Software Consultant,4,0.07%
France,urban,Datastage Developer,1,0.018%
France,urban,Director of Data Operations,11,0.193%
France,urban,Electronic Data Interchange System Developer (EDI System Developer),4,0.07%
France,urban,Electronic Data Processing Auditor (EDP Auditor),6,0.105%
France,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",4,0.07%
France,urban,Field Traffic Data Technician,1,0.018%
France,urban,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.018%
France,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),8,0.14%
France,urban,Geographic Information Systems Data Manager (GIS Data Manager),4,0.07%
France,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),6,0.105%
France,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),4,0.07%
France,urban,Head of Information Systems and Data Processing,11,0.193%
France,urban,Internet Database Specialist,7,0.123%
France,urban,Log Data Technician,1,0.018%
France,urban,Maintenance Data Analyst,1,0.018%
France,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
France,urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",1,0.018%
France,urban,Oracle Database Administrator (Oracle DBA),9,0.158%
France,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),2,0.035%
France,urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
France,urban,SQL Database Administrator,1,0.018%
France,urban,Scientific Database Curator,2,0.035%
France,urban,Voice and Data Technician,1,0.018%
Germany,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Germany,non-urban,Automatic Data Processing Planner,4,0.07%
Germany,non-urban,Automatic Data Processing Planner (ADP Planner),6,0.105%
Germany,non-urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),6,0.105%
Germany,non-urban,Clinical Data Abstractor,1,0.018%
Germany,non-urban,Clinical Data Analyst,1,0.018%
Germany,non-urban,Clinical Data Coordinator,2,0.035%
Germany,non-urban,Clinical Data Management Associate Director,1,0.018%
Germany,non-urban,Clinical Data Manager,1,0.018%
Germany,non-urban,Computer or Data Processing Systems Consultant,5,0.088%
Germany,non-urban,Crime Data Specialist,1,0.018%
Germany,non-urban,Customer Data Technician,1,0.018%
Germany,non-urban,Data Abstractor,1,0.018%
Germany,non-urban,Data Administrator,6,0.105%
Germany,non-urban,Data Architect,5,0.088%
Germany,non-urban,Data Base Design Analyst,4,0.07%
Germany,non-urban,Data Center Manager,1,0.018%
Germany,non-urban,Data Center Operator,1,0.018%
Germany,non-urban,Data Coder Operator,1,0.018%
Germany,non-urban,Data Communications Analyst,8,0.14%
Germany,non-urban,Data Communications Software Consultant,4,0.07%
Germany,non-urban,Data Compiler,2,0.035%
Germany,non-urban,Data Control Clerk Supervisor,1,0.018%
Germany,non-urban,Data Conversion Operator,2,0.035%
Germany,non-urban,Data Coordinator,4,0.07%
Germany,non-urban,Data Entry Technician,1,0.018%
Germany,non-urban,Data Input Clerk,1,0.018%
Germany,non-urban,Data Management Associate,2,0.035%
Germany,non-urban,Data Management Information Technology Specialist,3,0.053%
Germany,non-urban,Data Management Manager,1,0.018%
Germany,non-urban,Data Manager,1,0.018%
Germany,non-urban,Data Miner,7,0.123%
Germany,non-urban,Data Modeler,1,0.018%
Germany,non-urban,Data Modeling Specialist,5,0.088%
Germany,non-urban,Data Officer,5,0.088%
Germany,non-urban,Data Operations Director,3,0.053%
Germany,non-urban,Data Processing Auditor,3,0.053%
Germany,non-urban,Data Processing Clerk,1,0.018%
Germany,non-urban,Data Processing Consultant,2,0.035%
Germany,non-urban,Data Processing Manager,6,0.105%
Germany,non-urban,Data Processing Services Sales Representative,1,0.018%
Germany,non-urban,Data Processing Supervisor,1,0.018%
Germany,non-urban,Data Processing Systems Analyst,4,0.07%
Germany,non-urban,Data Processing Systems Project Planner,6,0.105%
Germany,non-urban,Data Processor,2,0.035%
Germany,non-urban,Data Reduction Technician,1,0.018%
Germany,non-urban,Data Sciences Director,1,0.018%
Germany,non-urban,Data Scientist,6,0.105%
Germany,non-urban,Data Security Administrator,5,0.088%
Germany,non-urban,Data Security Analyst,2,0.035%
Germany,non-urban,Data Specialist,1,0.018%
Germany,non-urban,Data Storage Specialist,7,0.123%
Germany,non-urban,Data Systems Manager,5,0.088%
Germany,non-urban,Data Transcriber,3,0.053%
Germany,non-urban,Data Warehouse Analyst,2,0.035%
Germany,non-urban,Data Warehouse Architect,4,0.07%
Germany,non-urban,Data Warehouse Developer,7,0.123%
Germany,non-urban,Data Warehouse Specialist,2,0.035%
Germany,non-urban,Data Warehousing Engineer,4,0.07%
Germany,non-urban,Data Warehousing Manager,3,0.053%
Germany,non-urban,Data Warehousing Specialist,4,0.07%
Germany,non-urban,Database Administration Associate,3,0.053%
Germany,non-urban,Database Administration Manager,8,0.14%
Germany,non-urban,Database Administration Project Manager,1,0.018%
Germany,non-urban,Database Administrator (DBA),4,0.07%
Germany,non-urban,Database Analyst,2,0.035%
Germany,non-urban,Database Architect,4,0.07%
Germany,non-urban,Database Consultant,1,0.018%
Germany,non-urban,Database Coordinator,2,0.035%
Germany,non-urban,Database Designer,2,0.035%
Germany,non-urban,Database Development and Administration Project Manager,7,0.123%
Germany,non-urban,Database Engineer,5,0.088%
Germany,non-urban,Database Management System Specialist (DBMS Specialist),4,0.07%
Germany,non-urban,Database Manager,4,0.07%
Germany,non-urban,Database Marketing Analyst,4,0.07%
Germany,non-urban,Database Modeler,2,0.035%
Germany,non-urban,Database Security Administrator,3,0.053%
Germany,non-urban,Database Security Expert,4,0.07%
Germany,non-urban,Database Software Technician,3,0.053%
Germany,non-urban,Database Specialist,5,0.088%
Germany,non-urban,Database Tester,4,0.07%
Germany,non-urban,Databases Computer Consultant,3,0.053%
Germany,non-urban,Databases Software Consultant,4,0.07%
Germany,non-urban,Datastage Developer,1,0.018%
Germany,non-urban,Director of Data Operations,3,0.053%
Germany,non-urban,Electronic Data Interchange System Developer (EDI System Developer),8,0.14%
Germany,non-urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
Germany,non-urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.018%
Germany,non-urban,Flight Data Technician,2,0.035%
Germany,non-urban,Flight Test Data Acquisition Technician,1,0.018%
Germany,non-urban,GPS Field Data Collector (Global Positioning System Field Data Collector),1,0.018%
Germany,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),4,0.07%
Germany,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),2,0.035%
Germany,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),5,0.088%
Germany,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),3,0.053%
Germany,non-urban,Head of Information Systems and Data Processing,3,0.053%
Germany,non-urban,Internet Database Specialist,2,0.035%
Germany,non-urban,Maintenance Data Analyst,1,0.018%
Germany,non-urban,Marketing Database Analyst,1,0.018%
Germany,non-urban,Medical Data Analyst,1,0.018%
Germany,non-urban,Micro Computer Data Processor,1,0.018%
Germany,non-urban,Oracle Database Administrator (Oracle DBA),9,0.158%
Germany,non-urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),2,0.035%
Germany,non-urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Germany,non-urban,Survey Data Technician,1,0.018%
Germany,non-urban,Voice and Data Technician,2,0.035%
Germany,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),6,0.105%
Germany,urban,Automatic Data Processing Planner,5,0.088%
Germany,urban,Automatic Data Processing Planner (ADP Planner),7,0.123%
Germany,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),3,0.053%
Germany,urban,Business Database Analyst,1,0.018%
Germany,urban,Clinical Data Abstractor,3,0.053%
Germany,urban,Clinical Data Analyst,1,0.018%
Germany,urban,Clinical Data Associate,1,0.018%
Germany,urban,Clinical Data Coordinator,1,0.018%
Germany,urban,Clinical Data Management Associate Director,2,0.035%
Germany,urban,Clinical Data Management Manager (CDM Manager),1,0.018%
Germany,urban,Clinical Trials Data Coordinator,1,0.018%
Germany,urban,Computer or Data Processing Systems Consultant,7,0.123%
Germany,urban,Customer Data Technician,1,0.018%
Germany,urban,Data Abstractor,1,0.018%
Germany,urban,Data Administrator,7,0.123%
Germany,urban,Data Architect,8,0.14%
Germany,urban,Data Base Design Analyst,6,0.105%
Germany,urban,Data Center Manager,1,0.018%
Germany,urban,Data Center Operator,4,0.07%
Germany,urban,Data Collection Technician,3,0.053%
Germany,urban,Data Communications Analyst,5,0.088%
Germany,urban,Data Communications Software Consultant,6,0.105%
Germany,urban,Data Conversion Operator,1,0.018%
Germany,urban,Data Coordinator,7,0.123%
Germany,urban,Data Entry Machine Operator,1,0.018%
Germany,urban,Data Entry Representative,2,0.035%
Germany,urban,Data Entry Supervisor,2,0.035%
Germany,urban,Data Entry Technician,2,0.035%
Germany,urban,Data Input Clerk,1,0.018%
Germany,urban,Data Keyer,2,0.035%
Germany,urban,Data Management Associate,3,0.053%
Germany,urban,Data Management Information Technology Specialist,8,0.14%
Germany,urban,Data Miner,1,0.018%
Germany,urban,Data Modeling Specialist,7,0.123%
Germany,urban,Data Officer,13,0.228%
Germany,urban,Data Processing Auditor,2,0.035%
Germany,urban,Data Processing Auxiliary Equipment Operator,2,0.035%
Germany,urban,Data Processing Consultant,8,0.14%
Germany,urban,Data Processing Control Clerk,1,0.018%
Germany,urban,Data Processing Equipment Repairer,1,0.018%
Germany,urban,Data Processing Manager,5,0.088%
Germany,urban,Data Processing Services Sales Representative,3,0.053%
Germany,urban,Data Processing Systems Analyst,4,0.07%
Germany,urban,Data Processing Systems Project Planner,4,0.07%
Germany,urban,Data Processor,1,0.018%
Germany,urban,Data Recovery Planner,1,0.018%
Germany,urban,Data Reduction Technician,1,0.018%
Germany,urban,Data Sciences Director,1,0.018%
Germany,urban,Data Scientist,2,0.035%
Germany,urban,Data Security Administrator,7,0.123%
Germany,urban,Data Security Analyst,7,0.123%
Germany,urban,Data Specialist,1,0.018%
Germany,urban,Data Storage Specialist,9,0.158%
Germany,urban,Data Systems Manager,5,0.088%
Germany,urban,Data Technician,1,0.018%
Germany,urban,Data Typist,2,0.035%
Germany,urban,Data Warehouse Analyst,7,0.123%
Germany,urban,Data Warehouse Architect,8,0.14%
Germany,urban,Data Warehouse Developer,8,0.14%
Germany,urban,Data Warehouse Specialist,10,0.175%
Germany,urban,Data Warehousing Engineer,3,0.053%
Germany,urban,Data Warehousing Manager,5,0.088%
Germany,urban,Data Warehousing Specialist,7,0.123%
Germany,urban,Database Administration Associate,6,0.105%
Germany,urban,Database Administration Manager,6,0.105%
Germany,urban,Database Administration Project Manager,2,0.035%
Germany,urban,Database Analyst,4,0.07%
Germany,urban,Database Architect,5,0.088%
Germany,urban,Database Consultant,12,0.21%
Germany,urban,Database Coordinator,7,0.123%
Germany,urban,Database Design Analyst,4,0.07%
Germany,urban,Database Designer,3,0.053%
Germany,urban,Database Developer,2,0.035%
Germany,urban,Database Development Project Manager,1,0.018%
Germany,urban,Database Development and Administration Project Manager,5,0.088%
Germany,urban,Database Engineer,8,0.14%
Germany,urban,Database Management System Specialist (DBMS Specialist),11,0.193%
Germany,urban,Database Manager,7,0.123%
Germany,urban,Database Marketing Analyst,4,0.07%
Germany,urban,Database Modeler,9,0.158%
Germany,urban,Database Programmer,1,0.018%
Germany,urban,Database Security Administrator,2,0.035%
Germany,urban,Database Security Expert,3,0.053%
Germany,urban,Database Software Technician,8,0.14%
Germany,urban,Database Specialist,6,0.105%
Germany,urban,Database Tester,3,0.053%
Germany,urban,Databases Computer Consultant,5,0.088%
Germany,urban,Databases Software Consultant,2,0.035%
Germany,urban,Datastage Developer,2,0.035%
Germany,urban,Director of Data Operations,4,0.07%
Germany,urban,Electronic Data Interchange System Developer (EDI System Developer),5,0.088%
Germany,urban,Electronic Data Processing Auditor (EDP Auditor),8,0.14%
Germany,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",10,0.175%
Germany,urban,Field Artillery Automated Tactical Data System Specialist,1,0.018%
Germany,urban,Field Traffic Data Technician,2,0.035%
Germany,urban,Flight Data Technician,2,0.035%
Germany,urban,Flight Test Data Acquisition Technician,1,0.018%
Germany,urban,GPS Field Data Collector (Global Positioning System Field Data Collector),3,0.053%
Germany,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),6,0.105%
Germany,urban,Geographic Information Systems Data Manager (GIS Data Manager),8,0.14%
Germany,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),10,0.175%
Germany,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),8,0.14%
Germany,urban,Head of Information Systems and Data Processing,9,0.158%
Germany,urban,Health Data Analyst,1,0.018%
Germany,urban,Internet Database Specialist,9,0.158%
Germany,urban,LiDAR Data Analyst,1,0.018%
Germany,urban,Log Data Technician,3,0.053%
Germany,urban,Marketing Database Analyst,2,0.035%
Germany,urban,Medical Data Analyst,1,0.018%
Germany,urban,Micro Computer Data Processor,1,0.018%
Germany,urban,Naval Tactical Data System--Combat Information Center Officer,1,0.018%
Germany,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",3,0.053%
Germany,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, General",2,0.035%
Germany,urban,Oracle Database Administrator (Oracle DBA),9,0.158%
Germany,urban,SCADA Operator (Supervisory Control and Data Acquisition Operator),1,0.018%
Germany,urban,SQL Database Administrator,5,0.088%
Germany,urban,Voice and Data Technician,2,0.035%
Greece,non-urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Greece,non-urban,Data Architect,1,0.018%
Greece,non-urban,Data Entry Technician,1,0.018%
Greece,non-urban,Data Examination Clerk,1,0.018%
Greece,non-urban,Data Scientist,1,0.018%
Greece,non-urban,Data Warehousing Specialist,1,0.018%
Greece,non-urban,Database Administration Associate,1,0.018%
Greece,non-urban,Database Manager,1,0.018%
Greece,non-urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.018%
Greece,non-urban,Geographic Information Systems Data Administrator (GIS Data Administrator),1,0.018%
Greece,non-urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Greece,non-urban,Internet Database Specialist,1,0.018%
Greece,non-urban,SCADA Technician (Supervisory Control and Data Acquisition Technician),1,0.018%
Greece,non-urban,Weight in Motion Field Data Collection Technician,1,0.018%
Greece,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),2,0.035%
Greece,urban,Automatic Data Processing Planner,1,0.018%
Greece,urban,Automatic Data Processing Planner (ADP Planner),3,0.053%
Greece,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),3,0.053%
Greece,urban,Clinical Data Abstractor,2,0.035%
Greece,urban,Clinical Data Associate,1,0.018%
Greece,urban,Clinical Data Management Manager (CDM Manager),2,0.035%
Greece,urban,Computer or Data Processing Systems Consultant,1,0.018%
Greece,urban,Customer Data Technician,1,0.018%
Greece,urban,Data Abstractor,2,0.035%
Greece,urban,Data Administrator,2,0.035%
Greece,urban,Data Architect,2,0.035%
Greece,urban,Data Base Design Analyst,1,0.018%
Greece,urban,Data Communications Analyst,1,0.018%
Greece,urban,Data Communications Software Consultant,3,0.053%
Greece,urban,Data Communications Technician,1,0.018%
Greece,urban,Data Coordinator,1,0.018%
Greece,urban,Data Entry Clerk,1,0.018%
Greece,urban,Data Keyer,1,0.018%
Greece,urban,Data Management Information Technology Specialist,3,0.053%
Greece,urban,Data Miner,3,0.053%
Greece,urban,Data Modeling Specialist,3,0.053%
Greece,urban,Data Officer,3,0.053%
Greece,urban,Data Processing Consultant,2,0.035%
Greece,urban,Data Processing Manager,1,0.018%
Greece,urban,Data Processing Systems Analyst,1,0.018%
Greece,urban,Data Processing Systems Project Planner,1,0.018%
Greece,urban,Data Processor,1,0.018%
Greece,urban,Data Scientist,1,0.018%
Greece,urban,Data Security Administrator,2,0.035%
Greece,urban,Data Security Analyst,2,0.035%
Greece,urban,Data Storage Specialist,1,0.018%
Greece,urban,Data Systems Manager,1,0.018%
Greece,urban,Data Warehouse Analyst,2,0.035%
Greece,urban,Data Warehouse Architect,1,0.018%
Greece,urban,Data Warehouse Developer,2,0.035%
Greece,urban,Data Warehouse Specialist,2,0.035%
Greece,urban,Data Warehousing Engineer,3,0.053%
Greece,urban,Data Warehousing Specialist,2,0.035%
Greece,urban,Database Administration Associate,1,0.018%
Greece,urban,Database Administration Manager,2,0.035%
Greece,urban,Database Administration Project Manager,1,0.018%
Greece,urban,Database Architect,1,0.018%
Greece,urban,Database Consultant,2,0.035%
Greece,urban,Database Coordinator,4,0.07%
Greece,urban,Database Design Analyst,1,0.018%
Greece,urban,Database Designer,2,0.035%
Greece,urban,Database Engineer,2,0.035%
Greece,urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Greece,urban,Database Manager,1,0.018%
Greece,urban,Database Marketing Analyst,1,0.018%
Greece,urban,Database Modeler,2,0.035%
Greece,urban,Database Programmer,1,0.018%
Greece,urban,Database Security Expert,2,0.035%
Greece,urban,Database Software Technician,1,0.018%
Greece,urban,Database Specialist,2,0.035%
Greece,urban,Database Tester,2,0.035%
Greece,urban,Databases Computer Consultant,2,0.035%
Greece,urban,Electronic Data Interchange System Developer (EDI System Developer),1,0.018%
Greece,urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
Greece,urban,"Engineer, System Electronic Data Processing (Engineer, System EDP)",1,0.018%
Greece,urban,Geographic Information Systems Data Administrator (GIS Data Administrator),2,0.035%
Greece,urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Greece,urban,Geographic Information Systems Data Specialist (GIS Data Specialist),1,0.018%
Greece,urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Greece,urban,Internet Database Specialist,2,0.035%
Greece,urban,Log Data Technician,1,0.018%
Greece,urban,Micro Computer Data Processor,2,0.035%
Greece,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",1,0.018%
Greece,urban,"Naval Tactical Data System--Combat Information Center Watch Officer, General",3,0.053%
Greece,urban,Oracle Database Administrator (Oracle DBA),2,0.035%
Greece,urban,SQL Database Administrator,3,0.053%
Hungary,non-urban,Data Acquisition Technician,1,0.018%
Hungary,non-urban,Data Administrator,1,0.018%
Hungary,non-urban,Data Collection Technician,1,0.018%
Hungary,non-urban,Data Coordinator,1,0.018%
Hungary,non-urban,Data Entry Supervisor,1,0.018%
Hungary,non-urban,Data Keyer,1,0.018%
Hungary,non-urban,Data Management Associate,1,0.018%
Hungary,non-urban,Data Management Information Technology Specialist,1,0.018%
Hungary,non-urban,Data Miner,4,0.07%
Hungary,non-urban,Data Modeling Specialist,2,0.035%
Hungary,non-urban,Data Processing Auditor,1,0.018%
Hungary,non-urban,Data Processing Auxiliary Equipment Operator,1,0.018%
Hungary,non-urban,Data Processing Manager,1,0.018%
Hungary,non-urban,Data Storage Specialist,1,0.018%
Hungary,non-urban,Data Warehouse Analyst,1,0.018%
Hungary,non-urban,Data Warehouse Specialist,3,0.053%
Hungary,non-urban,Data Warehousing Engineer,1,0.018%
Hungary,non-urban,Database Administration Associate,2,0.035%
Hungary,non-urban,Database Administration Manager,1,0.018%
Hungary,non-urban,Database Analyst,1,0.018%
Hungary,non-urban,Database Consultant,2,0.035%
Hungary,non-urban,Database Coordinator,2,0.035%
Hungary,non-urban,Database Management System Specialist (DBMS Specialist),1,0.018%
Hungary,non-urban,Database Modeler,1,0.018%
Hungary,non-urban,Database Programmer,1,0.018%
Hungary,non-urban,Databases Software Consultant,1,0.018%
Hungary,non-urban,Electronic Data Processing Auditor (EDP Auditor),1,0.018%
Hungary,non-urban,Flight Test Data Acquisition Technician,1,0.018%
Hungary,non-urban,Geographic Information Systems Data Manager (GIS Data Manager),1,0.018%
Hungary,non-urban,Geographic Information Systems Database Administrator (GIS Database Administrator),1,0.018%
Hungary,non-urban,Head of Information Systems and Data Processing,2,0.035%
Hungary,non-urban,"Operations Officer, Afloat (Naval Tactical Data Systems)",1,0.018%
Hungary,non-urban,SQL Database Administrator,2,0.035%
Hungary,urban,Automatic Data Processing Customer Liaison (ADP Customer Liaison),1,0.018%
Hungary,urban,Automatic Data Processing Planner,1,0.018%
Hungary,urban,Automatic Data Processing Planner (ADP Planner),4,0.07%
Hungary,urban,Automatic Data Processing Systems Security Specialist (ADP Systems Security),1,0.018%
Hungary,urban,Customer Data Technician,1,0.018%
Hungary,urban,Data Administrator,3,0.053%
Hungary,urban,Data Analysis Assistant,1,0.018%
